block paving,"a type of paving made of concrete blocks, usually used for driveways and patios",Q131
canopy,"a roof or covering that projects over a door, window, or other opening",Q135
fences,"a structure that encloses an area of land, typically made of wood, metal, or plastic",Q135
flower beds,an area of ground in a garden that is used for growing flowers,Q135
garden lights,"lights that are designed to be used in a garden, typically powered by electricity or solar energy",Q135
garden shed,a small building in a garden that is used for storing tools and equipment,Q135
garden tap,"a water tap that is located in a garden, typically used for watering plants",Q135
gravel boards,boards that are placed around the edge of a patio or driveway to prevent gravel from spreading,Q135
hedges,a row of closely planted bushes or shrubs that forms a boundary or screen,Q135
patio,a paved area in a garden that is used for sitting and relaxing,Q135
posts,upright pieces of wood or metal that are used to support a fence or gate,Q135
steps,a set of stairs that lead up or down from one level to another,Q135
tree stamp,"the base of a tree trunk, typically protected by a metal or plastic ring",Q135
